Region,State,City,Year,Month,Temperature (°C)
South,Kerala,Kozhikode,2021,May,39.2
South,Kerala,Kozhikode,2021,June,19.4
South,Kerala,Kozhikode,2021,July,37.4
South,Kerala,Kozhikode,2021,August,27.7
South,Kerala,Kozhikode,2021,September,6.3
South,Kerala,Kozhikode,2021,October,16.6
South,Kerala,Kozhikode,2021,November,33.8
South,Kerala,Kozhikode,2021,December,7.7
South,Kerala,Kozhikode,2022,January,18.1
South,Kerala,Kozhikode,2022,February,15.4
South,Kerala,Kozhikode,2022,March,24.6
South,Kerala,Kozhikode,2022,April,32.4
South,Kerala,Kozhikode,2022,May,20.1
South,Kerala,Kozhikode,2022,June,21.8
South,Kerala,Kozhikode,2022,July,32.6
South,Kerala,Kozhikode,2022,August,12.5
South,Kerala,Kozhikode,2022,September,39.1
South,Kerala,Kozhikode,2022,October,35.0
South,Kerala,Kozhikode,2022,November,29.4
South,Kerala,Kozhikode,2022,December,16.2
South,Kerala,Kozhikode,2023,January,16.0
South,Kerala,Kozhikode,2023,February,11.4
South,Kerala,Kozhikode,2023,March,29.5
South,Kerala,Kozhikode,2023,April,14.9
South,Kerala,Kozhikode,2023,May,32.4
South,Kerala,Kozhikode,2023,June,34.2
South,Kerala,Kozhikode,2023,July,18.3
South,Kerala,Kozhikode,2023,August,36.2
South,Kerala,Kozhikode,2023,September,33.6
South,Kerala,Kozhikode,2023,October,28.9
South,Kerala,Kozhikode,2023,November,38.2
South,Kerala,Kozhikode,2023,December,11.8
South,Karnataka,Bengaluru,2020,January,28.0
South,Karnataka,Bengaluru,2020,February,22.2
South,Karnataka,Bengaluru,2020,March,33.7
South,Karnataka,Bengaluru,2020,April,31.2
South,Karnataka,Bengaluru,2020,May,15.0
South,Karnataka,Bengaluru,2020,June,6.0
South,Karnataka,Bengaluru,2020,July,15.3
South,Karnataka,Bengaluru,2020,August,13.6
South,Karnataka,Bengaluru,2020,September,11.9
South,Karnataka,Bengaluru,2020,October,21.7
South,Karnataka,Bengaluru,2020,November,33.8
South,Karnataka,Bengaluru,2020,December,19.8
South,Karnataka,Bengaluru,2021,January,23.3
South,Karnataka,Bengaluru,2021,February,33.6
South,Karnataka,Bengaluru,2021,March,6.5
South,Karnataka,Bengaluru,2021,April,34.3
South,Karnataka,Bengaluru,2021,May,21.4
South,Karnataka,Bengaluru,2021,June,30.2
South,Karnataka,Bengaluru,2021,July,33.4
South,Karnataka,Bengaluru,2021,August,19.6
South,Karnataka,Bengaluru,2021,September,24.1
South,Karnataka,Bengaluru,2021,October,10.0
South,Karnataka,Bengaluru,2021,November,22.2
South,Karnataka,Bengaluru,2021,December,14.7
South,Karnataka,Bengaluru,2022,January,0.2
South,Karnataka,Bengaluru,2022,February,16.8
South,Karnataka,Bengaluru,2022,March,35.4
South,Karnataka,Bengaluru,2022,April,14.1
South,Karnataka,Bengaluru,2022,May,19.3
South,Karnataka,Bengaluru,2022,June,26.8
South,Karnataka,Bengaluru,2022,July,18.8
South,Karnataka,Bengaluru,2022,August,28.5
South,Karnataka,Bengaluru,2022,September,17.2
South,Karnataka,Bengaluru,2022,October,18.5
South,Karnataka,Bengaluru,2022,November,30.1
South,Karnataka,Bengaluru,2022,December,29.1
South,Karnataka,Bengaluru,2023,January,11.6
South,Karnataka,Bengaluru,2023,February,4.5
South,Karnataka,Bengaluru,2023,March,14.3
South,Karnataka,Bengaluru,2023,April,31.8
South,Karnataka,Bengaluru,2023,May,16.9
South,Karnataka,Bengaluru,2023,June,17.6
South,Karnataka,Bengaluru,2023,July,15.3
South,Karnataka,Bengaluru,2023,August,20.1
South,Karnataka,Bengaluru,2023,September,16.1
South,Karnataka,Bengaluru,2023,October,30.9
South,Karnataka,Bengaluru,2023,November,16.8
South,Karnataka,Bengaluru,2023,December,4.1
South,Karnataka,Mysuru,2020,January,36.6
South,Karnataka,Mysuru,2020,February,29.7
South,Karnataka,Mysuru,2020,March,33.9
South,Karnataka,Mysuru,2020,April,13.6
South,Karnataka,Mysuru,2020,May,19.9
South,Karnataka,Mysuru,2020,June,21.2
South,Karnataka,Mysuru,2020,July,39.5
South,Karnataka,Mysuru,2020,August,13.4
South,Karnataka,Mysuru,2020,September,26.8
South,Karnataka,Mysuru,2020,October,18.5
South,Karnataka,Mysuru,2020,November,23.1
South,Karnataka,Mysuru,2020,December,25.5
South,Karnataka,Mysuru,2021,January,15.3
South,Karnataka,Mysuru,2021,February,4.9
South,Karnataka,Mysuru,2021,March,38.4
South,Karnataka,Mysuru,2021,April,39.5
South,Karnataka,Mysuru,2021,May,30.4
South,Karnataka,Mysuru,2021,June,28.8
South,Karnataka,Mysuru,2021,July,20.2
South,Karnataka,Mysuru,2021,August,31.5
South,Karnataka,Mysuru,2021,September,28.3
South,Karnataka,Mysuru,2021,October,32.6
South,Karnataka,Mysuru,2021,November,19.6
South,Karnataka,Mysuru,2021,December,26.3
South,Karnataka,Mysuru,2022,January,14.9
South,Karnataka,Mysuru,2022,February,36.8
South,Karnataka,Mysuru,2022,March,23.6
South,Karnataka,Mysuru,2022,April,23.6
South,Karnataka,Mysuru,2022,May,21.9
South,Karnataka,Mysuru,2022,June,25.0
South,Karnataka,Mysuru,2022,July,21.6
South,Karnataka,Mysuru,2022,August,27.9
South,Karnataka,Mysuru,2022,September,10.4
South,Karnataka,Mysuru,2022,October,6.0
South,Karnataka,Mysuru,2022,November,10.4
South,Karnataka,Mysuru,2022,December,33.1
South,Karnataka,Mysuru,2023,January,24.6
South,Karnataka,Mysuru,2023,February,19.4
South,Karnataka,Mysuru,2023,March,22.1
South,Karnataka,Mysuru,2023,April,21.0
South,Karnataka,Mysuru,2023,May,18.4
South,Karnataka,Mysuru,2023,June,9.0
South,Karnataka,Mysuru,2023,July,11.6
South,Karnataka,Mysuru,2023,August,22.1
South,Karnataka,Mysuru,2023,September,26.8
South,Karnataka,Mysuru,2023,October,12.7
South,Karnataka,Mysuru,2023,November,14.9
South,Karnataka,Mysuru,2023,December,23.2
South,Karnataka,Mangalore,2020,January,37.2
South,Karnataka,Mangalore,2020,February,26.6
South,Karnataka,Mangalore,2020,March,11.0
South,Karnataka,Mangalore,2020,April,11.8
South,Karnataka,Mangalore,2020,May,24.5
South,Karnataka,Mangalore,2020,June,37.9
South,Karnataka,Mangalore,2020,July,35.2
South,Karnataka,Mangalore,2020,August,10.1
South,Karnataka,Mangalore,2020,September,28.7
South,Karnataka,Mangalore,2020,October,8.3
South,Karnataka,Mangalore,2020,November,5.8
South,Karnataka,Mangalore,2020,December,10.7
South,Karnataka,Mangalore,2021,January,20.1
South,Karnataka,Mangalore,2021,February,4.9
South,Karnataka,Mangalore,2021,March,34.9
South,Karnataka,Mangalore,2021,April,17.7
South,Karnataka,Mangalore,2021,May,15.9
South,Karnataka,Mangalore,2021,June,23.9
South,Karnataka,Mangalore,2021,July,36.1
South,Karnataka,Mangalore,2021,August,39.3
South,Karnataka,Mangalore,2021,September,21.5
South,Karnataka,Mangalore,2021,October,39.4
South,Karnataka,Mangalore,2021,November,39.1
South,Karnataka,Mangalore,2021,December,28.3
South,Karnataka,Mangalore,2022,January,33.3
South,Karnataka,Mangalore,2022,February,9.1
South,Karnataka,Mangalore,2022,March,36.4
South,Karnataka,Mangalore,2022,April,22.8
South,Karnataka,Mangalore,2022,May,22.6
South,Karnataka,Mangalore,2022,June,33.5
South,Karnataka,Mangalore,2022,July,5.7
South,Karnataka,Mangalore,2022,August,8.3
South,Karnataka,Mangalore,2022,September,7.1
South,Karnataka,Mangalore,2022,October,27.4
South,Karnataka,Mangalore,2022,November,21.6
South,Karnataka,Mangalore,2022,December,16.8
South,Karnataka,Mangalore,2023,January,27.3
South,Karnataka,Mangalore,2023,February,-2.1
South,Karnataka,Mangalore,2023,March,32.2
South,Karnataka,Mangalore,2023,April,8.7
South,Karnataka,Mangalore,2023,May,11.4
South,Karnataka,Mangalore,2023,June,18.5
South,Karnataka,Mangalore,2023,July,20.1
South,Karnataka,Mangalore,2023,August,31.1
South,Karnataka,Mangalore,2023,September,26.7
South,Karnataka,Mangalore,2023,October,34.2
South,Karnataka,Mangalore,2023,November,17.4
South,Karnataka,Mangalore,2023,December,22.1
South,Andhra Pradesh,Vijayawada,2020,January,23.6
South,Andhra Pradesh,Vijayawada,2020,February,26.3
South,Andhra Pradesh,Vijayawada,2020,March,34.4
South,Andhra Pradesh,Vijayawada,2020,April,16.7
South,Andhra Pradesh,Vijayawada,2020,May,10.4
South,Andhra Pradesh,Vijayawada,2020,June,18.0
South,Andhra Pradesh,Vijayawada,2020,July,26.8
South,Andhra Pradesh,Vijayawada,2020,August,27.5
South,Andhra Pradesh,Vijayawada,2020,September,21.9
South,Andhra Pradesh,Vijayawada,2020,October,34.9
South,Andhra Pradesh,Vijayawada,2020,November,7.0
South,Andhra Pradesh,Vijayawada,2020,December,12.9
South,Andhra Pradesh,Vijayawada,2021,January,14.2
South,Andhra Pradesh,Vijayawada,2021,February,12.3
South,Andhra Pradesh,Vijayawada,2021,March,29.8
South,Andhra Pradesh,Vijayawada,2021,April,5.9
South,Andhra Pradesh,Vijayawada,2021,May,13.8
South,Andhra Pradesh,Vijayawada,2021,June,39.7
South,Andhra Pradesh,Vijayawada,2021,July,19.2
South,Andhra Pradesh,Vijayawada,2021,August,16.4
South,Andhra Pradesh,Vijayawada,2021,September,6.8
South,Andhra Pradesh,Vijayawada,2021,October,39.8
South,Andhra Pradesh,Vijayawada,2021,November,26.0
South,Andhra Pradesh,Vijayawada,2021,December,39.3
South,Andhra Pradesh,Vijayawada,2022,January,12.7
South,Andhra Pradesh,Vijayawada,2022,February,5.5
South,Andhra Pradesh,Vijayawada,2022,March,28.9
South,Andhra Pradesh,Vijayawada,2022,April,33.0
South,Andhra Pradesh,Vijayawada,2022,May,14.0
South,Andhra Pradesh,Vijayawada,2022,June,17.2
South,Andhra Pradesh,Vijayawada,2022,July,5.5
South,Andhra Pradesh,Vijayawada,2022,August,15.1
South,Andhra Pradesh,Vijayawada,2022,September,16.3
South,Andhra Pradesh,Vijayawada,2022,October,13.0
South,Andhra Pradesh,Vijayawada,2022,November,26.4
South,Andhra Pradesh,Vijayawada,2022,December,33.8
South,Andhra Pradesh,Vijayawada,2023,January,10.7
South,Andhra Pradesh,Vijayawada,2023,February,1.2
South,Andhra Pradesh,Vijayawada,2023,March,26.0
South,Andhra Pradesh,Vijayawada,2023,April,6.7
South,Andhra Pradesh,Vijayawada,2023,May,34.8
South,Andhra Pradesh,Vijayawada,2023,June,14.3
South,Andhra Pradesh,Vijayawada,2023,July,14.0
South,Andhra Pradesh,Vijayawada,2023,August,22.4
South,Andhra Pradesh,Vijayawada,2023,September,18.0
South,Andhra Pradesh,Vijayawada,2023,October,18.7
South,Andhra Pradesh,Vijayawada,2023,November,30.5
South,Andhra Pradesh,Vijayawada,2023,December,-1.4
South,Andhra Pradesh,Visakhapatnam,2020,January,13.8
South,Andhra Pradesh,Visakhapatnam,2020,February,30.3
South,Andhra Pradesh,Visakhapatnam,2020,March,36.0
South,Andhra Pradesh,Visakhapatnam,2020,April,5.2
South,Andhra Pradesh,Visakhapatnam,2020,May,29.1
South,Andhra Pradesh,Visakhapatnam,2020,June,36.2
South,Andhra Pradesh,Visakhapatnam,2020,July,7.2
South,Andhra Pradesh,Visakhapatnam,2020,August,10.0
South,Andhra Pradesh,Visakhapatnam,2020,September,37.8
South,Andhra Pradesh,Visakhapatnam,2020,October,19.5
South,Andhra Pradesh,Visakhapatnam,2020,November,30.1
South,Andhra Pradesh,Visakhapatnam,2020,December,4.1
South,Andhra Pradesh,Visakhapatnam,2021,January,30.6
South,Andhra Pradesh,Visakhapatnam,2021,February,30.6
South,Andhra Pradesh,Visakhapatnam,2021,March,30.8
South,Andhra Pradesh,Visakhapatnam,2021,April,5.1
South,Andhra Pradesh,Visakhapatnam,2021,May,13.8
South,Andhra Pradesh,Visakhapatnam,2021,June,27.3
South,Andhra Pradesh,Visakhapatnam,2021,July,14.8
South,Andhra Pradesh,Visakhapatnam,2021,August,8.8
South,Andhra Pradesh,Visakhapatnam,2021,September,13.0
South,Andhra Pradesh,Visakhapatnam,2021,October,13.1
South,Andhra Pradesh,Visakhapatnam,2021,November,35.6
South,Andhra Pradesh,Visakhapatnam,2021,December,4.8
South,Andhra Pradesh,Visakhapatnam,2022,January,10.0
South,Andhra Pradesh,Visakhapatnam,2022,February,29.1
South,Andhra Pradesh,Visakhapatnam,2022,March,29.7
South,Andhra Pradesh,Visakhapatnam,2022,April,19.7
South,Andhra Pradesh,Visakhapatnam,2022,May,38.9
South,Andhra Pradesh,Visakhapatnam,2022,June,33.5
South,Andhra Pradesh,Visakhapatnam,2022,July,24.3
South,Andhra Pradesh,Visakhapatnam,2022,August,29.4
South,Andhra Pradesh,Visakhapatnam,2022,September,16.5
South,Andhra Pradesh,Visakhapatnam,2022,October,8.0
South,Andhra Pradesh,Visakhapatnam,2022,November,33.5
South,Andhra Pradesh,Visakhapatnam,2022,December,2.6
South,Andhra Pradesh,Visakhapatnam,2023,January,15.3
South,Andhra Pradesh,Visakhapatnam,2023,February,15.1
South,Andhra Pradesh,Visakhapatnam,2023,March,16.8
South,Andhra Pradesh,Visakhapatnam,2023,April,35.7
South,Andhra Pradesh,Visakhapatnam,2023,May,18.6
South,Andhra Pradesh,Visakhapatnam,2023,June,27.6
South,Andhra Pradesh,Visakhapatnam,2023,July,18.5
South,Andhra Pradesh,Visakhapatnam,2023,August,6.0
South,Andhra Pradesh,Visakhapatnam,2023,September,34.5
South,Andhra Pradesh,Visakhapatnam,2023,October,34.4
South,Andhra Pradesh,Visakhapatnam,2023,November,31.2
South,Andhra Pradesh,Visakhapatnam,2023,December,6.5
South,Andhra Pradesh,Tirupati,2020,January,17.3
South,Andhra Pradesh,Tirupati,2020,February,27.3
South,Andhra Pradesh,Tirupati,2020,March,20.3
South,Andhra Pradesh,Tirupati,2020,April,25.1
South,Andhra Pradesh,Tirupati,2020,May,8.6
South,Andhra Pradesh,Tirupati,2020,June,21.0
South,Andhra Pradesh,Tirupati,2020,July,27.5
South,Andhra Pradesh,Tirupati,2020,August,7.5
South,Andhra Pradesh,Tirupati,2020,September,35.4
South,Andhra Pradesh,Tirupati,2020,October,20.8
South,Andhra Pradesh,Tirupati,2020,November,30.6
South,Andhra Pradesh,Tirupati,2020,December,25.9
South,Andhra Pradesh,Tirupati,2021,January,34.9
South,Andhra Pradesh,Tirupati,2021,February,-1.7
South,Andhra Pradesh,Tirupati,2021,March,16.5
South,Andhra Pradesh,Tirupati,2021,April,39.7
South,Andhra Pradesh,Tirupati,2021,May,30.8
South,Andhra Pradesh,Tirupati,2021,June,11.0
South,Andhra Pradesh,Tirupati,2021,July,19.7
South,Andhra Pradesh,Tirupati,2021,August,9.6
South,Andhra Pradesh,Tirupati,2021,September,15.1
South,Andhra Pradesh,Tirupati,2021,October,9.8
South,Andhra Pradesh,Tirupati,2021,November,7.4
South,Andhra Pradesh,Tirupati,2021,December,27.7
South,Andhra Pradesh,Tirupati,2022,January,30.0
South,Andhra Pradesh,Tirupati,2022,February,8.0
South,Andhra Pradesh,Tirupati,2022,March,30.6
South,Andhra Pradesh,Tirupati,2022,April,37.3
South,Andhra Pradesh,Tirupati,2022,May,6.4
South,Andhra Pradesh,Tirupati,2022,June,15.0
South,Andhra Pradesh,Tirupati,2022,July,15.2
South,Andhra Pradesh,Tirupati,2022,August,29.1
South,Andhra Pradesh,Tirupati,2022,September,18.9
South,Andhra Pradesh,Tirupati,2022,October,35.9
South,Andhra Pradesh,Tirupati,2022,November,38.0
South,Andhra Pradesh,Tirupati,2022,December,6.2
South,Andhra Pradesh,Tirupati,2023,January,29.6
South,Andhra Pradesh,Tirupati,2023,February,27.8
South,Andhra Pradesh,Tirupati,2023,March,10.0
South,Andhra Pradesh,Tirupati,2023,April,29.5
South,Andhra Pradesh,Tirupati,2023,May,7.1
South,Andhra Pradesh,Tirupati,2023,June,7.6
South,Andhra Pradesh,Tirupati,2023,July,10.4
South,Andhra Pradesh,Tirupati,2023,August,15.7
South,Andhra Pradesh,Tirupati,2023,September,10.2
South,Andhra Pradesh,Tirupati,2023,October,33.9
South,Andhra Pradesh,Tirupati,2023,November,35.5
South,Andhra Pradesh,Tirupati,2023,December,18.4
South,Telangana,Hyderabad,2020,January,34.2
South,Telangana,Hyderabad,2020,February,8.9
South,Telangana,Hyderabad,2020,March,6.5
South,Telangana,Hyderabad,2020,April,14.3
South,Telangana,Hyderabad,2020,May,22.5
South,Telangana,Hyderabad,2020,June,36.8
South,Telangana,Hyderabad,2020,July,26.8
South,Telangana,Hyderabad,2020,August,26.4
South,Telangana,Hyderabad,2020,September,39.5
South,Telangana,Hyderabad,2020,October,38.2
South,Telangana,Hyderabad,2020,November,7.9
South,Telangana,Hyderabad,2020,December,30.9
South,Telangana,Hyderabad,2021,January,25.5
South,Telangana,Hyderabad,2021,February,24.3
South,Telangana,Hyderabad,2021,March,37.2
South,Telangana,Hyderabad,2021,April,35.0
South,Telangana,Hyderabad,2021,May,12.9
South,Telangana,Hyderabad,2021,June,8.9
South,Telangana,Hyderabad,2021,July,39.2
South,Telangana,Hyderabad,2021,August,35.5
South,Telangana,Hyderabad,2021,September,22.6
South,Telangana,Hyderabad,2021,October,9.1
South,Telangana,Hyderabad,2021,November,12.8
South,Telangana,Hyderabad,2021,December,13.3
South,Telangana,Hyderabad,2022,January,7.6
South,Telangana,Hyderabad,2022,February,23.1
South,Telangana,Hyderabad,2022,March,11.6
South,Telangana,Hyderabad,2022,April,26.9
South,Telangana,Hyderabad,2022,May,27.7
South,Telangana,Hyderabad,2022,June,30.6
South,Telangana,Hyderabad,2022,July,26.4
South,Telangana,Hyderabad,2022,August,34.3
South,Telangana,Hyderabad,2022,September,16.1
South,Telangana,Hyderabad,2022,October,27.2
South,Telangana,Hyderabad,2022,November,35.3
South,Telangana,Hyderabad,2022,December,0.2
South,Telangana,Hyderabad,2023,January,25.0
South,Telangana,Hyderabad,2023,February,28.7
South,Telangana,Hyderabad,2023,March,21.6
South,Telangana,Hyderabad,2023,April,8.6
South,Telangana,Hyderabad,2023,May,32.1
South,Telangana,Hyderabad,2023,June,16.8
South,Telangana,Hyderabad,2023,July,32.7
South,Telangana,Hyderabad,2023,August,10.9
South,Telangana,Hyderabad,2023,September,17.5
South,Telangana,Hyderabad,2023,October,27.7
South,Telangana,Hyderabad,2023,November,30.1
South,Telangana,Hyderabad,2023,December,25.0
South,Telangana,Warangal,2020,January,25.7
South,Telangana,Warangal,2020,February,22.7
South,Telangana,Warangal,2020,March,15.4
South,Telangana,Warangal,2020,April,11.4
South,Telangana,Warangal,2020,May,8.8
South,Telangana,Warangal,2020,June,16.2
South,Telangana,Warangal,2020,July,27.1
South,Telangana,Warangal,2020,August,5.8
South,Telangana,Warangal,2020,September,30.2
South,Telangana,Warangal,2020,October,23.2
South,Telangana,Warangal,2020,November,11.5
South,Telangana,Warangal,2020,December,4.4
South,Telangana,Warangal,2021,January,11.6
South,Telangana,Warangal,2021,February,2.4
South,Telangana,Warangal,2021,March,35.6
South,Telangana,Warangal,2021,April,27.1
South,Telangana,Warangal,2021,May,35.9
South,Telangana,Warangal,2021,June,24.0
South,Telangana,Warangal,2021,July,13.9
South,Telangana,Warangal,2021,August,34.0
South,Telangana,Warangal,2021,September,37.7
South,Telangana,Warangal,2021,October,21.6
South,Telangana,Warangal,2021,November,8.0
South,Telangana,Warangal,2021,December,14.7
South,Telangana,Warangal,2022,January,0.8
South,Telangana,Warangal,2022,February,32.9
South,Telangana,Warangal,2022,March,19.8
South,Telangana,Warangal,2022,April,18.2
South,Telangana,Warangal,2022,May,30.8
South,Telangana,Warangal,2022,June,25.8
South,Telangana,Warangal,2022,July,19.7
South,Telangana,Warangal,2022,August,21.6
South,Telangana,Warangal,2022,September,12.5
South,Telangana,Warangal,2022,October,17.2
South,Telangana,Warangal,2022,November,7.6
South,Telangana,Warangal,2022,December,7.7
South,Telangana,Warangal,2023,January,2.5
South,Telangana,Warangal,2023,February,29.5
South,Telangana,Warangal,2023,March,30.9
South,Telangana,Warangal,2023,April,25.0
South,Telangana,Warangal,2023,May,30.0
South,Telangana,Warangal,2023,June,17.2
South,Telangana,Warangal,2023,July,9.6
South,Telangana,Warangal,2023,August,22.8
South,Telangana,Warangal,2023,September,12.7
South,Telangana,Warangal,2023,October,12.1
South,Telangana,Warangal,2023,November,18.5
South,Telangana,Warangal,2023,December,11.7
South,Telangana,Nizamabad,2020,January,24.4
South,Telangana,Nizamabad,2020,February,5.5
South,Telangana,Nizamabad,2020,March,23.7
South,Telangana,Nizamabad,2020,April,29.3
South,Telangana,Nizamabad,2020,May,7.3
South,Telangana,Nizamabad,2020,June,34.5
South,Telangana,Nizamabad,2020,July,6.8
South,Telangana,Nizamabad,2020,August,36.8
South,Telangana,Nizamabad,2020,September,26.6
South,Telangana,Nizamabad,2020,October,38.5
South,Telangana,Nizamabad,2020,November,14.6
South,Telangana,Nizamabad,2020,December,15.1
South,Telangana,Nizamabad,2021,January,6.1
South,Telangana,Nizamabad,2021,February,7.9
South,Telangana,Nizamabad,2021,March,29.0
South,Telangana,Nizamabad,2021,April,30.1
South,Telangana,Nizamabad,2021,May,14.5
South,Telangana,Nizamabad,2021,June,13.1
South,Telangana,Nizamabad,2021,July,9.5
South,Telangana,Nizamabad,2021,August,27.8
South,Telangana,Nizamabad,2021,September,29.0
South,Telangana,Nizamabad,2021,October,24.1
South,Telangana,Nizamabad,2021,November,18.9
South,Telangana,Nizamabad,2021,December,4.2
South,Telangana,Nizamabad,2022,January,23.4
South,Telangana,Nizamabad,2022,February,29.3
South,Telangana,Nizamabad,2022,March,8.3
South,Telangana,Nizamabad,2022,April,7.2
South,Telangana,Nizamabad,2022,May,12.1
South,Telangana,Nizamabad,2022,June,20.5
South,Telangana,Nizamabad,2022,July,9.9
South,Telangana,Nizamabad,2022,August,32.0
South,Telangana,Nizamabad,2022,September,31.0
South,Telangana,Nizamabad,2022,October,20.5
South,Telangana,Nizamabad,2022,November,36.5
South,Telangana,Nizamabad,2022,December,26.9
South,Telangana,Nizamabad,2023,January,9.0
South,Telangana,Nizamabad,2023,February,14.5
South,Telangana,Nizamabad,2023,March,34.2
South,Telangana,Nizamabad,2023,April,33.8
South,Telangana,Nizamabad,2023,May,25.4
South,Telangana,Nizamabad,2023,June,26.2
South,Telangana,Nizamabad,2023,July,28.6
South,Telangana,Nizamabad,2023,August,29.9
South,Telangana,Nizamabad,2023,September,16.6
South,Telangana,Nizamabad,2023,October,36.6
South,Telangana,Nizamabad,2023,November,15.3
South,Telangana,Nizamabad,2023,December,16.1
East,West Bengal,Kolkata,2020,January,4.3
East,West Bengal,Kolkata,2020,February,30.3
East,West Bengal,Kolkata,2020,March,20.5
East,West Bengal,Kolkata,2020,April,14.7
East,West Bengal,Kolkata,2020,May,23.8
East,West Bengal,Kolkata,2020,June,35.4
East,West Bengal,Kolkata,2020,July,6.7
East,West Bengal,Kolkata,2020,August,14.1
East,West Bengal,Kolkata,2020,September,39.1
East,West Bengal,Kolkata,2020,October,10.9
East,West Bengal,Kolkata,2020,November,36.0
East,West Bengal,Kolkata,2020,December,8.9
East,West Bengal,Kolkata,2021,January,6.0
East,West Bengal,Kolkata,2021,February,16.6
East,West Bengal,Kolkata,2021,March,26.0
East,West Bengal,Kolkata,2021,April,36.8
East,West Bengal,Kolkata,2021,May,11.9
East,West Bengal,Kolkata,2021,June,37.7
East,West Bengal,Kolkata,2021,July,24.3
East,West Bengal,Kolkata,2021,August,12.3
East,West Bengal,Kolkata,2021,September,38.2
East,West Bengal,Kolkata,2021,October,7.9
East,West Bengal,Kolkata,2021,November,29.7
East,West Bengal,Kolkata,2021,December,10.1
East,West Bengal,Kolkata,2022,January,35.9
East,West Bengal,Kolkata,2022,February,20.0
East,West Bengal,Kolkata,2022,March,36.4
East,West Bengal,Kolkata,2022,April,30.7
East,West Bengal,Kolkata,2022,May,9.0
East,West Bengal,Kolkata,2022,June,31.0
East,West Bengal,Kolkata,2022,July,11.8
East,West Bengal,Kolkata,2022,August,11.9
East,West Bengal,Kolkata,2022,September,24.6
East,West Bengal,Kolkata,2022,October,24.3
East,West Bengal,Kolkata,2022,November,21.7
East,West Bengal,Kolkata,2022,December,17.7
East,West Bengal,Kolkata,2023,January,31.0
East,West Bengal,Kolkata,2023,February,27.1
East,West Bengal,Kolkata,2023,March,23.2
East,West Bengal,Kolkata,2023,April,29.4
East,West Bengal,Kolkata,2023,May,23.2
East,West Bengal,Kolkata,2023,June,16.0
East,West Bengal,Kolkata,2023,July,38.9
East,West Bengal,Kolkata,2023,August,5.5
East,West Bengal,Kolkata,2023,September,7.4
East,West Bengal,Kolkata,2023,October,10.5
East,West Bengal,Kolkata,2023,November,26.1
East,West Bengal,Kolkata,2023,December,6.5
East,West Bengal,Darjeeling,2020,January,-2.5
East,West Bengal,Darjeeling,2020,February,9.1
East,West Bengal,Darjeeling,2020,March,12.8
East,West Bengal,Darjeeling,2020,April,18.9
East,West Bengal,Darjeeling,2020,May,36.2
East,West Bengal,Darjeeling,2020,June,17.0
East,West Bengal,Darjeeling,2020,July,15.4
East,West Bengal,Darjeeling,2020,August,33.7
East,West Bengal,Darjeeling,2020,September,35.1
East,West Bengal,Darjeeling,2020,October,11.0
East,West Bengal,Darjeeling,2020,November,7.2
East,West Bengal,Darjeeling,2020,December,14.9
East,West Bengal,Darjeeling,2021,January,31.5
East,West Bengal,Darjeeling,2021,February,23.5
East,West Bengal,Darjeeling,2021,March,32.2
East,West Bengal,Darjeeling,2021,April,38.1
East,West Bengal,Darjeeling,2021,May,14.9
East,West Bengal,Darjeeling,2021,June,33.2
East,West Bengal,Darjeeling,2021,July,19.2
East,West Bengal,Darjeeling,2021,August,32.9
East,West Bengal,Darjeeling,2021,September,28.4
East,West Bengal,Darjeeling,2021,October,26.2
East,West Bengal,Darjeeling,2021,November,5.0
East,West Bengal,Darjeeling,2021,December,-0.4
East,West Bengal,Darjeeling,2022,January,14.5
East,West Bengal,Darjeeling,2022,February,36.2
East,West Bengal,Darjeeling,2022,March,31.2
East,West Bengal,Darjeeling,2022,April,26.5
East,West Bengal,Darjeeling,2022,May,5.7
East,West Bengal,Darjeeling,2022,June,25.8
East,West Bengal,Darjeeling,2022,July,11.6
East,West Bengal,Darjeeling,2022,August,37.2
East,West Bengal,Darjeeling,2022,September,6.2
East,West Bengal,Darjeeling,2022,October,7.7
East,West Bengal,Darjeeling,2022,November,23.9
East,West Bengal,Darjeeling,2022,December,3.7
East,West Bengal,Darjeeling,2023,January,15.9
East,West Bengal,Darjeeling,2023,February,22.4
East,West Bengal,Darjeeling,2023,March,21.1
East,West Bengal,Darjeeling,2023,April,34.9
East,West Bengal,Darjeeling,2023,May,26.4
East,West Bengal,Darjeeling,2023,June,24.8
East,West Bengal,Darjeeling,2023,July,24.0
East,West Bengal,Darjeeling,2023,August,25.7
East,West Bengal,Darjeeling,2023,September,26.5
East,West Bengal,Darjeeling,2023,October,25.8
East,West Bengal,Darjeeling,2023,November,14.9
East,West Bengal,Darjeeling,2023,December,3.9
East,West Bengal,Asansol,2020,January,6.2
East,West Bengal,Asansol,2020,February,15.7
East,West Bengal,Asansol,2020,March,25.2
East,West Bengal,Asansol,2020,April,26.2
East,West Bengal,Asansol,2020,May,33.2
East,West Bengal,Asansol,2020,June,7.3
East,West Bengal,Asansol,2020,July,18.7
East,West Bengal,Asansol,2020,August,19.8
East,West Bengal,Asansol,2020,September,7.7
East,West Bengal,Asansol,2020,October,9.3
East,West Bengal,Asansol,2020,November,31.7
East,West Bengal,Asansol,2020,December,25.8
East,West Bengal,Asansol,2021,January,12.4
East,West Bengal,Asansol,2021,February,16.3
